,id,listing_url,latitude,longitude,neighbourhood_group_cleansed
2242,1010694166826544404,https://www.airbnb.com/rooms/1010694166826544404,40.76870856777936,-73.98485169804644,Manhattan
2245,860909296421311500,https://www.airbnb.com/rooms/860909296421311500,40.75206749217932,-73.88101823413855,Queens
2249,916676603917739189,https://www.airbnb.com/rooms/916676603917739189,40.66981,-73.92083,Brooklyn
2250,7809878,https://www.airbnb.com/rooms/7809878,40.67701,-73.95294,Brooklyn
2251,48111332,https://www.airbnb.com/rooms/48111332,40.65247,-73.95622,Brooklyn
2253,417685,https://www.airbnb.com/rooms/417685,40.66481,-73.97776,Brooklyn
2254,34370526,https://www.airbnb.com/rooms/34370526,40.80497,-73.94733,Manhattan
2255,552174943582511016,https://www.airbnb.com/rooms/552174943582511016,40.68645,-73.93051,Brooklyn
2256,966077910106063326,https://www.airbnb.com/rooms/966077910106063326,40.684627802882865,-73.93720067882973,Brooklyn
2257,549080771974459504,https://www.airbnb.com/rooms/549080771974459504,40.75878,-73.93156,Queens
2258,19227693,https://www.airbnb.com/rooms/19227693,40.70136,-73.9288,Brooklyn
2259,43034172,https://www.airbnb.com/rooms/43034172,40.71223,-73.96272,Brooklyn
2260,1005129547168408245,https://www.airbnb.com/rooms/1005129547168408245,40.70292104069148,-73.90561630201708,Queens
2261,1114409,https://www.airbnb.com/rooms/1114409,40.68669,-73.97744,Brooklyn
2262,625137784525256492,https://www.airbnb.com/rooms/625137784525256492,40.69104,-73.93281,Brooklyn
2263,649174647761073124,https://www.airbnb.com/rooms/649174647761073124,40.81423,-73.94178,Manhattan
2264,28660377,https://www.airbnb.com/rooms/28660377,40.70048,-73.91977,Brooklyn
2266,50424036,https://www.airbnb.com/rooms/50424036,40.81488,-73.94503,Manhattan
2267,773100393141445120,https://www.airbnb.com/rooms/773100393141445120,40.79333,-73.94391,Manhattan
2268,989788713939998328,https://www.airbnb.com/rooms/989788713939998328,40.694,-73.91154,Brooklyn
2269,22613197,https://www.airbnb.com/rooms/22613197,40.69866,-73.99581,Brooklyn
2270,6380118,https://www.airbnb.com/rooms/6380118,40.69964,-73.91647,Brooklyn
2271,45689199,https://www.airbnb.com/rooms/45689199,40.76903,-73.95749,Manhattan
2272,4753918,https://www.airbnb.com/rooms/4753918,40.69244,-73.92516,Brooklyn
2273,714411425445920930,https://www.airbnb.com/rooms/714411425445920930,40.70087,-73.93924,Brooklyn
2276,18459547,https://www.airbnb.com/rooms/18459547,40.70218,-73.98484,Brooklyn
2277,11739168,https://www.airbnb.com/rooms/11739168,40.76984,-73.96119,Manhattan
2280,558191951714926846,https://www.airbnb.com/rooms/558191951714926846,40.70484,-73.92941,Brooklyn
2281,681730243323738679,https://www.airbnb.com/rooms/681730243323738679,40.69441,-73.92297,Brooklyn
2283,40448123,https://www.airbnb.com/rooms/40448123,40.70162,-73.92955,Brooklyn
2284,29760980,https://www.airbnb.com/rooms/29760980,40.69998,-73.98287,Brooklyn
2285,981204989890387524,https://www.airbnb.com/rooms/981204989890387524,40.69416213524468,-73.91004288463303,Brooklyn
2286,653115959913997889,https://www.airbnb.com/rooms/653115959913997889,40.70466,-73.92002,Brooklyn
2288,22919133,https://www.airbnb.com/rooms/22919133,40.67751,-73.96162,Brooklyn
2291,18585546,https://www.airbnb.com/rooms/18585546,40.78986,-73.94418,Manhattan
2294,766465483842223914,https://www.airbnb.com/rooms/766465483842223914,40.76729,-73.99091,Manhattan
2295,18629621,https://www.airbnb.com/rooms/18629621,40.70411,-73.91591,Brooklyn
2298,20011434,https://www.airbnb.com/rooms/20011434,40.71111,-73.94967,Brooklyn
2299,21963575,https://www.airbnb.com/rooms/21963575,40.67135,-73.95211,Brooklyn
2300,638375695955118228,https://www.airbnb.com/rooms/638375695955118228,40.66146,-73.98834,Brooklyn
2302,51235989,https://www.airbnb.com/rooms/51235989,40.75577,-73.99478,Manhattan
2303,50808284,https://www.airbnb.com/rooms/50808284,40.74982,-73.99425,Manhattan
2307,19239928,https://www.airbnb.com/rooms/19239928,40.76368,-73.95907,Manhattan
2308,19606247,https://www.airbnb.com/rooms/19606247,40.71408,-73.99565,Manhattan
2309,38261496,https://www.airbnb.com/rooms/38261496,40.75529,-73.93005,Queens
2311,25316571,https://www.airbnb.com/rooms/25316571,40.7268,-73.95183,Brooklyn
2312,42015560,https://www.airbnb.com/rooms/42015560,40.74039,-73.98025,Manhattan
2313,25971027,https://www.airbnb.com/rooms/25971027,40.74455,-73.97955,Manhattan
2314,19572516,https://www.airbnb.com/rooms/19572516,40.67397,-73.95182,Brooklyn
2315,19757502,https://www.airbnb.com/rooms/19757502,40.82548,-73.94493,Manhattan
2316,13901170,https://www.airbnb.com/rooms/13901170,40.65204,-73.93111,Brooklyn
2318,15552901,https://www.airbnb.com/rooms/15552901,40.72044,-73.75546,Queens
2319,19587940,https://www.airbnb.com/rooms/19587940,40.68326,-73.92754,Brooklyn
2322,13937701,https://www.airbnb.com/rooms/13937701,40.83777,-73.93715,Manhattan
2323,13998049,https://www.airbnb.com/rooms/13998049,40.76164,-73.99444,Manhattan
2324,31556307,https://www.airbnb.com/rooms/31556307,40.74367,-73.90004,Queens
2328,937880575429081454,https://www.airbnb.com/rooms/937880575429081454,40.74016395938997,-73.91884587619876,Queens
2329,16055176,https://www.airbnb.com/rooms/16055176,40.72613,-73.9829,Manhattan
2332,19413467,https://www.airbnb.com/rooms/19413467,40.77369,-73.99237,Manhattan
2333,741259529129879788,https://www.airbnb.com/rooms/741259529129879788,40.76117,-73.98348,Manhattan
2334,46725288,https://www.airbnb.com/rooms/46725288,40.74109,-73.97811,Manhattan
2335,24561322,https://www.airbnb.com/rooms/24561322,40.71525,-73.98866,Manhattan
2340,24653197,https://www.airbnb.com/rooms/24653197,40.62423,-73.97318,Brooklyn
2341,16227237,https://www.airbnb.com/rooms/16227237,40.71146,-73.95959,Brooklyn
2343,16423772,https://www.airbnb.com/rooms/16423772,40.71403,-73.76235,Queens
2344,15648008,https://www.airbnb.com/rooms/15648008,40.71761,-73.94182,Brooklyn
2345,16965705,https://www.airbnb.com/rooms/16965705,40.83634,-73.94218,Manhattan
2346,17683903,https://www.airbnb.com/rooms/17683903,40.65625,-73.9578,Brooklyn
2347,17008022,https://www.airbnb.com/rooms/17008022,40.80867,-73.95708,Manhattan
2349,16721299,https://www.airbnb.com/rooms/16721299,40.71238,-73.95239,Brooklyn
2350,17187942,https://www.airbnb.com/rooms/17187942,40.80105,-73.93896,Manhattan
2352,47181832,https://www.airbnb.com/rooms/47181832,40.67619,-73.94666,Brooklyn
2353,894434095790244315,https://www.airbnb.com/rooms/894434095790244315,40.7120213858879,-73.95721753006971,Brooklyn
2356,26362898,https://www.airbnb.com/rooms/26362898,40.70153,-73.9261,Brooklyn
2357,21845187,https://www.airbnb.com/rooms/21845187,40.7091,-73.96349,Brooklyn
2359,54081073,https://www.airbnb.com/rooms/54081073,40.79879,-73.96316,Manhattan
2362,21867440,https://www.airbnb.com/rooms/21867440,40.70766,-73.92121,Brooklyn
2363,923254914390869088,https://www.airbnb.com/rooms/923254914390869088,40.76462712982849,-73.99315100066717,Manhattan
2367,28067870,https://www.airbnb.com/rooms/28067870,40.69172,-73.94304,Brooklyn
2368,1020660300348971167,https://www.airbnb.com/rooms/1020660300348971167,40.76293,-73.99363,Manhattan
2369,981022215967249893,https://www.airbnb.com/rooms/981022215967249893,40.759088723229205,-73.98842657077306,Manhattan
2370,21275837,https://www.airbnb.com/rooms/21275837,40.75015,-73.97687,Manhattan
2371,27434658,https://www.airbnb.com/rooms/27434658,40.64495,-73.9643,Brooklyn
2373,6477558,https://www.airbnb.com/rooms/6477558,40.74929,-73.98125,Manhattan
2374,746356369135138280,https://www.airbnb.com/rooms/746356369135138280,40.85179,-73.94323,Manhattan
2377,770566178748431390,https://www.airbnb.com/rooms/770566178748431390,40.81588139999999,-73.9446729,Manhattan
2378,21920061,https://www.airbnb.com/rooms/21920061,40.72192,-73.99068,Manhattan
2379,22336218,https://www.airbnb.com/rooms/22336218,40.72648,-73.95604,Brooklyn
2381,882587461399895772,https://www.airbnb.com/rooms/882587461399895772,40.6746995812202,-73.90871769116475,Brooklyn
2382,27653304,https://www.airbnb.com/rooms/27653304,40.70585,-73.92807,Brooklyn
2384,1042876214607289337,https://www.airbnb.com/rooms/1042876214607289337,40.76399977253676,-73.98810917422445,Manhattan
2385,22064022,https://www.airbnb.com/rooms/22064022,40.69806,-73.97616,Brooklyn
2387,169483,https://www.airbnb.com/rooms/169483,40.60602,-73.97076,Brooklyn
2388,22188050,https://www.airbnb.com/rooms/22188050,40.75333,-73.96878,Manhattan
2391,22957090,https://www.airbnb.com/rooms/22957090,40.68575,-73.91441,Brooklyn
2393,702360768619906155,https://www.airbnb.com/rooms/702360768619906155,40.67248,-73.96207,Brooklyn
2394,20902644,https://www.airbnb.com/rooms/20902644,40.72922,-73.95544,Brooklyn
2396,9614224,https://www.airbnb.com/rooms/9614224,40.83537,-73.93892,Manhattan
2398,26679556,https://www.airbnb.com/rooms/26679556,40.8051,-73.96428,Manhattan
2399,21105248,https://www.airbnb.com/rooms/21105248,40.71445,-73.94506,Brooklyn
2400,717861643698838573,https://www.airbnb.com/rooms/717861643698838573,40.71914522704875,-73.99635180830956,Manhattan
2402,27906346,https://www.airbnb.com/rooms/27906346,40.79278,-73.97445,Manhattan
2403,27839683,https://www.airbnb.com/rooms/27839683,40.69634,-73.84872,Queens
2410,22878070,https://www.airbnb.com/rooms/22878070,40.69221,-73.9738,Brooklyn
2411,26488707,https://www.airbnb.com/rooms/26488707,40.81619,-73.94548,Manhattan
2412,27029402,https://www.airbnb.com/rooms/27029402,40.80108,-73.96154,Manhattan
2413,25914515,https://www.airbnb.com/rooms/25914515,40.7088,-73.9147,Queens
2415,1041908689559698615,https://www.airbnb.com/rooms/1041908689559698615,40.704240057477726,-73.98931097138654,Brooklyn
2418,28751496,https://www.airbnb.com/rooms/28751496,40.76089,-73.92046,Queens
2419,30489218,https://www.airbnb.com/rooms/30489218,40.70329,-73.94948,Brooklyn
2420,718893687623365336,https://www.airbnb.com/rooms/718893687623365336,40.67687,-73.92505,Brooklyn
2421,29307957,https://www.airbnb.com/rooms/29307957,40.6753,-73.95227,Brooklyn
2422,39414752,https://www.airbnb.com/rooms/39414752,40.74398,-73.92628,Queens
2423,798865077636662623,https://www.airbnb.com/rooms/798865077636662623,40.68111799193211,-73.95434435422365,Brooklyn
2424,30348216,https://www.airbnb.com/rooms/30348216,40.69895,-73.99385,Brooklyn
2425,28390400,https://www.airbnb.com/rooms/28390400,40.71583,-73.95042,Brooklyn
2427,27266217,https://www.airbnb.com/rooms/27266217,40.8832,-73.84352,Bronx
2429,27398972,https://www.airbnb.com/rooms/27398972,40.68823,-73.95677,Brooklyn
2431,44020205,https://www.airbnb.com/rooms/44020205,40.79062,-73.93962,Manhattan
2432,28517278,https://www.airbnb.com/rooms/28517278,40.7143,-73.94394,Brooklyn
2433,578890402713395101,https://www.airbnb.com/rooms/578890402713395101,40.65804,-73.91245,Brooklyn
2435,38390610,https://www.airbnb.com/rooms/38390610,40.74827,-73.87856,Queens
2437,799162258800932959,https://www.airbnb.com/rooms/799162258800932959,40.68568770116418,-73.92344038496284,Brooklyn
2438,26571486,https://www.airbnb.com/rooms/26571486,40.84819,-73.91414,Bronx
2439,38519757,https://www.airbnb.com/rooms/38519757,40.82992,-73.91626,Bronx
2440,29858919,https://www.airbnb.com/rooms/29858919,40.68394,-73.95506,Brooklyn
2441,23147808,https://www.airbnb.com/rooms/23147808,40.76421,-73.90854,Queens
2442,27911463,https://www.airbnb.com/rooms/27911463,40.71663,-73.75731,Queens
2444,18577672,https://www.airbnb.com/rooms/18577672,40.69515,-73.93349,Brooklyn
2445,23430085,https://www.airbnb.com/rooms/23430085,40.68553,-73.92871,Brooklyn
2446,27056608,https://www.airbnb.com/rooms/27056608,40.74066,-73.98275,Manhattan
2447,3489242,https://www.airbnb.com/rooms/3489242,40.73544209924837,-73.89939231948472,Queens
2449,717557610336262134,https://www.airbnb.com/rooms/717557610336262134,40.65738,-73.90871,Brooklyn
2453,24183293,https://www.airbnb.com/rooms/24183293,40.70015,-73.90735,Queens
2454,23803836,https://www.airbnb.com/rooms/23803836,40.65207,-73.95095,Brooklyn
2455,24229203,https://www.airbnb.com/rooms/24229203,40.69665,-73.96415,Brooklyn
2460,23918586,https://www.airbnb.com/rooms/23918586,40.6885,-73.93008,Brooklyn
2462,33964014,https://www.airbnb.com/rooms/33964014,40.76628,-73.91082,Queens
2463,958668503625039193,https://www.airbnb.com/rooms/958668503625039193,40.7623994,-73.9926742,Manhattan
2464,37630258,https://www.airbnb.com/rooms/37630258,40.78382,-73.97444,Manhattan
2465,34088961,https://www.airbnb.com/rooms/34088961,40.72881,-73.97747,Manhattan
2466,13248583,https://www.airbnb.com/rooms/13248583,40.80119,-73.95126,Manhattan
2467,14743469,https://www.airbnb.com/rooms/14743469,40.60631,-73.99047,Brooklyn
2468,35999656,https://www.airbnb.com/rooms/35999656,40.72153,-73.98618,Manhattan
2469,17494614,https://www.airbnb.com/rooms/17494614,40.76362,-73.92624,Queens
2471,50704666,https://www.airbnb.com/rooms/50704666,40.687,-73.92286,Brooklyn
2472,33214803,https://www.airbnb.com/rooms/33214803,40.84678,-73.90422,Bronx
2473,453094,https://www.airbnb.com/rooms/453094,40.6882557,-73.9638332,Brooklyn
2474,670343762862892910,https://www.airbnb.com/rooms/670343762862892910,40.80809,-73.92657,Bronx
2475,31172569,https://www.airbnb.com/rooms/31172569,40.67994,-73.93139,Brooklyn
2476,30466053,https://www.airbnb.com/rooms/30466053,40.72005,-73.991,Manhattan
2477,30468550,https://www.airbnb.com/rooms/30468550,40.81887,-73.95328,Manhattan
2478,30885792,https://www.airbnb.com/rooms/30885792,40.74174,-73.9994,Manhattan
2483,30799727,https://www.airbnb.com/rooms/30799727,40.73318,-73.9513,Brooklyn
2484,847893904007149152,https://www.airbnb.com/rooms/847893904007149152,40.83267397473181,-73.93847571767031,Manhattan
2486,30715819,https://www.airbnb.com/rooms/30715819,40.71202,-73.93736,Brooklyn
2487,50795818,https://www.airbnb.com/rooms/50795818,40.65222,-73.94642,Brooklyn
2488,30761885,https://www.airbnb.com/rooms/30761885,40.69272,-73.9493,Brooklyn
2489,30716621,https://www.airbnb.com/rooms/30716621,40.69901,-73.91375,Brooklyn
2490,31388263,https://www.airbnb.com/rooms/31388263,40.73791,-73.97281,Manhattan
2492,32816064,https://www.airbnb.com/rooms/32816064,40.76044,-73.99643,Manhattan
2493,806402459421346488,https://www.airbnb.com/rooms/806402459421346488,40.75356,-73.93691,Queens
2495,815233570904645812,https://www.airbnb.com/rooms/815233570904645812,40.68617621113513,-73.932829484445,Brooklyn
2496,34743365,https://www.airbnb.com/rooms/34743365,40.6801,-73.95177,Brooklyn
2497,35768781,https://www.airbnb.com/rooms/35768781,40.67764,-73.86763,Brooklyn
2498,30979146,https://www.airbnb.com/rooms/30979146,40.7591,-73.99299,Manhattan
2499,30981245,https://www.airbnb.com/rooms/30981245,40.71268,-73.99916,Manhattan
2500,699189080597169915,https://www.airbnb.com/rooms/699189080597169915,40.68522,-73.93479,Brooklyn
2501,31362276,https://www.airbnb.com/rooms/31362276,40.58463,-73.94294,Brooklyn
2502,33556100,https://www.airbnb.com/rooms/33556100,40.84415,-73.94204,Manhattan
2504,31518329,https://www.airbnb.com/rooms/31518329,40.77624,-73.91833,Queens
2506,16321223,https://www.airbnb.com/rooms/16321223,40.72623,-73.94835,Brooklyn
2507,16650612,https://www.airbnb.com/rooms/16650612,40.76283,-73.98718,Manhattan
2508,39955583,https://www.airbnb.com/rooms/39955583,40.69644,-73.92295,Brooklyn
2509,32527643,https://www.airbnb.com/rooms/32527643,40.68954,-73.96789,Brooklyn
2510,31569502,https://www.airbnb.com/rooms/31569502,40.76613,-73.92215,Queens
2512,38955140,https://www.airbnb.com/rooms/38955140,40.85522,-73.93311,Manhattan
2515,32803072,https://www.airbnb.com/rooms/32803072,40.73429,-73.99387,Manhattan
2516,32777169,https://www.airbnb.com/rooms/32777169,40.84491,-73.93846,Manhattan
2517,31600930,https://www.airbnb.com/rooms/31600930,40.59853,-73.7468,Queens
2518,32591290,https://www.airbnb.com/rooms/32591290,40.77369,-73.95096,Manhattan
2521,904240714899920296,https://www.airbnb.com/rooms/904240714899920296,40.709673,-73.9475891,Brooklyn
2522,32616393,https://www.airbnb.com/rooms/32616393,40.66951,-73.89381,Brooklyn
2523,16378007,https://www.airbnb.com/rooms/16378007,40.75164,-73.9698,Manhattan
2524,40274732,https://www.airbnb.com/rooms/40274732,40.76369,-73.98642,Manhattan
2526,31682228,https://www.airbnb.com/rooms/31682228,40.73694,-73.98169,Manhattan
2527,16456957,https://www.airbnb.com/rooms/16456957,40.71275,-73.99112,Manhattan
2528,16490625,https://www.airbnb.com/rooms/16490625,40.74897,-73.97446,Manhattan
2529,37629191,https://www.airbnb.com/rooms/37629191,40.77692,-73.98042,Manhattan
2532,31951675,https://www.airbnb.com/rooms/31951675,40.72523,-73.98327,Manhattan
2534,37974260,https://www.airbnb.com/rooms/37974260,40.67828,-73.92256,Brooklyn
2535,50657075,https://www.airbnb.com/rooms/50657075,40.68962,-73.98032,Brooklyn
2540,37490244,https://www.airbnb.com/rooms/37490244,40.75564,-73.82214,Queens
2543,33374241,https://www.airbnb.com/rooms/33374241,40.6354,-73.95888,Brooklyn
2544,31315936,https://www.airbnb.com/rooms/31315936,40.79455,-73.96909,Manhattan
2545,39532400,https://www.airbnb.com/rooms/39532400,40.73525,-73.87758,Queens
2550,45531339,https://www.airbnb.com/rooms/45531339,40.79801,-73.96828,Manhattan
2551,45636571,https://www.airbnb.com/rooms/45636571,40.72047,-73.95517,Brooklyn
2553,17778781,https://www.airbnb.com/rooms/17778781,40.70987,-73.96567,Brooklyn
2555,17383929,https://www.airbnb.com/rooms/17383929,40.67554,-73.93327,Brooklyn
2559,826156647361541326,https://www.airbnb.com/rooms/826156647361541326,40.77377924851912,-73.95668646733964,Manhattan
2560,19054683,https://www.airbnb.com/rooms/19054683,40.90124,-73.85195,Bronx
2562,836098744894657768,https://www.airbnb.com/rooms/836098744894657768,40.756312153790255,-73.93020794921738,Queens
2564,22206345,https://www.airbnb.com/rooms/22206345,40.69464,-73.9263,Brooklyn
2567,9256750,https://www.airbnb.com/rooms/9256750,40.70483,-73.9215,Brooklyn
2568,833238100106571339,https://www.airbnb.com/rooms/833238100106571339,40.7561211863626,-73.9300355932893,Queens
2569,806667696731359724,https://www.airbnb.com/rooms/806667696731359724,40.81775262664938,-73.94609722976197,Manhattan
2570,21462212,https://www.airbnb.com/rooms/21462212,40.71515,-73.96428,Brooklyn
2571,23116453,https://www.airbnb.com/rooms/23116453,40.82871,-73.8873,Bronx
2573,33617342,https://www.airbnb.com/rooms/33617342,40.66481,-73.95196,Brooklyn
2575,33559330,https://www.airbnb.com/rooms/33559330,40.66882,-73.92445,Brooklyn
2578,43104815,https://www.airbnb.com/rooms/43104815,40.76132,-73.99338,Manhattan
2579,33926074,https://www.airbnb.com/rooms/33926074,40.6652,-73.95341,Brooklyn
2580,34309096,https://www.airbnb.com/rooms/34309096,40.69246,-73.94007,Brooklyn
2585,21218250,https://www.airbnb.com/rooms/21218250,40.70003,-73.9255,Brooklyn
2586,33954574,https://www.airbnb.com/rooms/33954574,40.74588,-73.994,Manhattan
2590,21816757,https://www.airbnb.com/rooms/21816757,40.67377,-73.91781,Brooklyn
2592,33970585,https://www.airbnb.com/rooms/33970585,40.80147,-73.96197,Manhattan
2594,34718143,https://www.airbnb.com/rooms/34718143,40.86483,-73.92377,Manhattan
2596,22304663,https://www.airbnb.com/rooms/22304663,40.74978,-73.95013,Queens
2597,34842741,https://www.airbnb.com/rooms/34842741,40.62185,-73.96172,Brooklyn
2599,22308180,https://www.airbnb.com/rooms/22308180,40.77622,-73.95137,Manhattan
2602,18870342,https://www.airbnb.com/rooms/18870342,40.76311,-73.92466,Queens
2603,896596674361213720,https://www.airbnb.com/rooms/896596674361213720,40.65944676600804,-73.98877048730728,Brooklyn
2604,22077920,https://www.airbnb.com/rooms/22077920,40.80419,-73.96396,Manhattan
2606,19980277,https://www.airbnb.com/rooms/19980277,40.6957,-73.97113,Brooklyn
2607,19345240,https://www.airbnb.com/rooms/19345240,40.7685,-73.96117,Manhattan
2608,19424753,https://www.airbnb.com/rooms/19424753,40.7011,-73.91112,Brooklyn
2609,22084321,https://www.airbnb.com/rooms/22084321,40.71314,-73.99002,Manhattan
2611,19606813,https://www.airbnb.com/rooms/19606813,40.71279,-73.96225,Brooklyn
2614,20033157,https://www.airbnb.com/rooms/20033157,40.75761,-73.96422,Manhattan
2616,46157567,https://www.airbnb.com/rooms/46157567,40.69538,-73.94298,Brooklyn
2618,36776377,https://www.airbnb.com/rooms/36776377,40.70535,-73.94187,Brooklyn
2620,897339469074657727,https://www.airbnb.com/rooms/897339469074657727,40.74299990000001,-73.8978841,Queens
2622,35284472,https://www.airbnb.com/rooms/35284472,40.70142,-73.90616,Queens
2624,557031472849294373,https://www.airbnb.com/rooms/557031472849294373,40.6838,-73.93932,Brooklyn
2625,35430525,https://www.airbnb.com/rooms/35430525,40.7623,-73.99317,Manhattan
2627,47866487,https://www.airbnb.com/rooms/47866487,40.72351,-73.9814,Manhattan
2628,20206749,https://www.airbnb.com/rooms/20206749,40.73075,-73.95724,Brooklyn
2629,46727423,https://www.airbnb.com/rooms/46727423,40.79455,-73.97357,Manhattan
2630,35664658,https://www.airbnb.com/rooms/35664658,40.75793,-73.96487,Manhattan
2633,14092808,https://www.airbnb.com/rooms/14092808,40.75223,-73.97134,Manhattan
2634,15726990,https://www.airbnb.com/rooms/15726990,40.7396,-73.99934,Manhattan
2635,22406251,https://www.airbnb.com/rooms/22406251,40.7553,-73.996,Manhattan
2636,658907663386656370,https://www.airbnb.com/rooms/658907663386656370,40.6904287,-73.94511539999999,Brooklyn
2638,35841351,https://www.airbnb.com/rooms/35841351,40.70832,-73.94426,Brooklyn
2639,689126364829989631,https://www.airbnb.com/rooms/689126364829989631,40.79599,-73.94583,Manhattan
2641,35875206,https://www.airbnb.com/rooms/35875206,40.73183,-73.84833,Queens
2643,35540308,https://www.airbnb.com/rooms/35540308,40.75215,-73.93581,Queens
2644,627430327536180331,https://www.airbnb.com/rooms/627430327536180331,40.71988,-73.99231,Manhattan
2645,16259169,https://www.airbnb.com/rooms/16259169,40.69134,-73.95683,Brooklyn
2646,22144662,https://www.airbnb.com/rooms/22144662,40.74857,-73.99648,Manhattan
2651,37155507,https://www.airbnb.com/rooms/37155507,40.6953,-73.92365,Brooklyn
2652,22735497,https://www.airbnb.com/rooms/22735497,40.78741,-73.94298,Manhattan
2653,25293702,https://www.airbnb.com/rooms/25293702,40.82188,-73.95509,Manhattan
2656,36368048,https://www.airbnb.com/rooms/36368048,40.83297,-73.9472,Manhattan
2657,36421575,https://www.airbnb.com/rooms/36421575,40.7382,-73.92563,Queens
2658,36381909,https://www.airbnb.com/rooms/36381909,40.77644,-73.92103,Queens
2660,25488542,https://www.airbnb.com/rooms/25488542,40.84567,-73.93805,Manhattan
2662,44247266,https://www.airbnb.com/rooms/44247266,40.7084,-73.96139,Brooklyn
2663,36421632,https://www.airbnb.com/rooms/36421632,40.73951,-73.92759,Queens
2664,36421864,https://www.airbnb.com/rooms/36421864,40.73985,-73.92582,Queens
2665,44491409,https://www.airbnb.com/rooms/44491409,40.73992,-73.92778,Queens
2666,45638455,https://www.airbnb.com/rooms/45638455,40.62328,-73.93486,Brooklyn
2667,45465142,https://www.airbnb.com/rooms/45465142,40.6789,-73.97216,Brooklyn
2668,44403320,https://www.airbnb.com/rooms/44403320,40.77898,-73.97815,Manhattan
2669,44747618,https://www.airbnb.com/rooms/44747618,40.7979,-73.9669,Manhattan
2670,25589726,https://www.airbnb.com/rooms/25589726,40.68604,-73.92723,Brooklyn
2671,25638322,https://www.airbnb.com/rooms/25638322,40.73705,-73.87849,Queens
2672,25614818,https://www.airbnb.com/rooms/25614818,40.80208,-73.95968,Manhattan
2673,743048167676584395,https://www.airbnb.com/rooms/743048167676584395,40.70075617456048,-73.99454874376883,Brooklyn
2674,45077681,https://www.airbnb.com/rooms/45077681,40.70549,-73.92834,Brooklyn
2676,45075714,https://www.airbnb.com/rooms/45075714,40.68828,-73.97201,Brooklyn
2677,798819132744121861,https://www.airbnb.com/rooms/798819132744121861,40.68093776768242,-73.95237110375129,Brooklyn
2678,44867191,https://www.airbnb.com/rooms/44867191,40.70853,-73.80117,Queens
2682,36605700,https://www.airbnb.com/rooms/36605700,40.79035,-73.94167,Manhattan
2684,25837024,https://www.airbnb.com/rooms/25837024,40.79918,-73.95279,Manhattan
2686,45968007,https://www.airbnb.com/rooms/45968007,40.6799,-73.9951,Brooklyn
2687,25961778,https://www.airbnb.com/rooms/25961778,40.65145,-73.94476,Brooklyn
2688,29495273,https://www.airbnb.com/rooms/29495273,40.72458,-73.99458,Manhattan
2690,38256524,https://www.airbnb.com/rooms/38256524,40.71986,-73.96103,Brooklyn
2692,36631070,https://www.airbnb.com/rooms/36631070,40.72954,-73.98217,Manhattan
2700,38485346,https://www.airbnb.com/rooms/38485346,40.69534,-73.92294,Brooklyn
2701,38497561,https://www.airbnb.com/rooms/38497561,40.69869,-73.92754,Brooklyn
2703,29546402,https://www.airbnb.com/rooms/29546402,40.57684,-73.96824,Brooklyn
2705,27131400,https://www.airbnb.com/rooms/27131400,40.79125,-73.97329,Manhattan
2706,2061811,https://www.airbnb.com/rooms/2061811,40.77751,-73.97972,Manhattan
2707,38582198,https://www.airbnb.com/rooms/38582198,40.69559,-73.91947,Brooklyn
2708,2592640,https://www.airbnb.com/rooms/2592640,40.69135,-73.94694,Brooklyn
2709,27067725,https://www.airbnb.com/rooms/27067725,40.7536238076662,-73.99448121377573,Manhattan
2711,28427324,https://www.airbnb.com/rooms/28427324,40.7655,-73.92776,Queens
2714,27876238,https://www.airbnb.com/rooms/27876238,40.67866,-73.97586,Brooklyn
2715,48111511,https://www.airbnb.com/rooms/48111511,40.70098,-73.91252,Brooklyn
2716,27924639,https://www.airbnb.com/rooms/27924639,40.86971,-73.85816,Bronx
2718,787866935649635640,https://www.airbnb.com/rooms/787866935649635640,40.71706677281831,-73.95825795718446,Brooklyn
2719,38756007,https://www.airbnb.com/rooms/38756007,40.68943,-73.91943,Brooklyn
2721,851772,https://www.airbnb.com/rooms/851772,40.76921,-73.95012,Manhattan
2723,38779756,https://www.airbnb.com/rooms/38779756,40.63523,-73.91484,Brooklyn
2724,38998867,https://www.airbnb.com/rooms/38998867,40.74859,-73.97563,Manhattan
2725,38982533,https://www.airbnb.com/rooms/38982533,40.78731,-73.95394,Manhattan
2726,26837124,https://www.airbnb.com/rooms/26837124,40.71476,-73.94612,Brooklyn
2727,38822413,https://www.airbnb.com/rooms/38822413,40.75768,-73.96263,Manhattan
2729,903906,https://www.airbnb.com/rooms/903906,40.66677,-73.98755,Brooklyn
2730,2291507,https://www.airbnb.com/rooms/2291507,40.71558,-73.94881,Brooklyn
2732,30312525,https://www.airbnb.com/rooms/30312525,40.81888,-73.93699,Manhattan
2734,28910899,https://www.airbnb.com/rooms/28910899,40.72314,-73.99321,Manhattan
2735,29117696,https://www.airbnb.com/rooms/29117696,40.81209,-73.94593,Manhattan
2740,905897849849957636,https://www.airbnb.com/rooms/905897849849957636,40.69750277103206,-73.99493286071319,Brooklyn
2742,23290179,https://www.airbnb.com/rooms/23290179,40.69153,-73.9205,Brooklyn
2743,39174672,https://www.airbnb.com/rooms/39174672,40.7037,-73.9059,Queens
2744,23685538,https://www.airbnb.com/rooms/23685538,40.70946,-73.81331,Queens
